,datadate,cusip,scf,src,apdedate,fdate,pdate,acchg,acominc,acox,am,ano,ao,aoloch,aox,ap,at,caps,capx,ch,che,cogs,cshi,csho,cstk,dd,dlc,dn,do,dt,ebit,ebitda,epspi,fca,gdwl,gp,ib,intan,invt,lct,lt,ni,niadj,np,pi,pnrsho,ppegt,ppent,re,revt,sale,seq,teq,tstk,txt,wcap,naicsh,mkvalt,Seq. No.,Code,Industry
23596,2011-12-31,00404A109,7.0,5.0,2011-12-31,2012-04-11,2012-03-07,0.0,0.0,11.558,1.6,0.0,22.372,-1.87,11.072,8.642,412.996,140.624,18.264,61.118,61.118,182.784,32.116,32.116,0.321,0.0,6.75,147.521,-2.019,277.459,12.482,16.77,-1.55,,186.815,38.589,-32.873,195.047,0.0,40.668,316.631,-34.892,-34.892,0.0,-38.256,0.0,88.796,82.972,-44.58,221.373,221.373,96.365,96.365,0.0,-5.383,71.937,6214.0,320.1965,1792.0,6214.0,Outpatient Care Centers
10216,2004-12-31,004225108,7.0,5.0,2004-12-31,,,0.0,0.314,1.891,0.0,,0.0,-0.494,0.0,2.153,40.365,124.647,0.585,8.302,35.927,29.452,16.923,16.923,0.002,0.0,1.486,0.56,0.0,2.53,-26.095,-24.848,-1.67,,0.0,-24.848,-25.917,0.0,0.0,8.641,9.685,-25.917,-17.331,0.0,-25.917,0.0,10.945,2.547,-93.969,4.604,4.604,30.68,30.68,0.0,0.0,29.177,325414.0,114.5687,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
23792,2001-12-31,004286100,7.0,5.0,,,,0.0,,0.191,1.751,,1.821,2.909,1.821,5.343,94.234,117.213,12.255,32.304,32.304,27.779,9.308,9.308,13.537,0.0,6.994,0.0,0.0,20.794,-17.804,-14.815,-1.99,-0.183,21.59,-14.815,-18.073,21.59,0.0,24.146,54.008,-18.073,-18.073,6.994,-18.264,,21.58,17.822,-90.524,12.964,12.964,40.226,,0.0,-0.191,28.194,325414.0,,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
15331,2006-09-30,00430L103,7.0,5.0,2006-09-30,2007-01-08,,0.0,0.0,0.7,,,24.29,1.376,20.181,8.017,57.136,135.102,0.641,15.392,22.943,9.159,31.716,31.716,0.032,0.0,20.638,2.12,0.0,32.587,-39.932,-39.245,-1.56,,1.193,15.899,-43.395,1.193,2.497,50.586,79.977,-43.395,-43.436,14.986,-45.085,0.0,3.866,1.536,-161.575,25.058,25.058,-26.441,,0.0,0.0,-20.469,325414.0,81.8273,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
6929,2000-12-31,004319109,7.0,5.0,,,,0.0,,2.68,2.96,,0.638,0.727,0.638,9.867,92.98,63.578,3.418,1.926,1.926,50.961,9.74,9.74,0.097,0.0,1.404,0.0,0.0,37.701,1.022,6.605,-1.25,,,36.352,-12.089,57.073,0.0,17.051,53.727,-12.089,-12.089,0.0,-12.437,,16.339,10.517,-28.422,87.313,87.313,39.253,,0.0,-0.348,7.701,541613.0,6.0875,1596.0,541613.0,Marketing Consulting Services 
14432,2004-12-31,004337101,7.0,5.0,2004-12-31,,,,-0.007,,,,4.546,-1.147,,317.393,420.098,9.067,1.382,10.998,30.532,7.993,3.957,3.957,6.608,,37.079,,0.0,,14.589,15.142,0.88,0.0,0.0,36.184,2.985,0.0,36.245,,394.1,3.315,3.315,37.079,4.604,0.0,,8.822,10.323,44.177,44.177,25.998,,0.0,1.619,,522110.0,55.952,1420.0,522110.0,Commercial Banking 
2837,2000-12-31,00433F202,7.0,5.0,,,,0.0,,0.099,0.0,,0.028,0.054,0.028,1.154,4.59,9.276,0.413,1.04,1.829,10.368,11.242,10.522,0.168,0.0,0.015,0.0,0.0,0.015,0.12,0.402,0.02,,0.0,4.083,0.248,0.0,0.0,1.807,1.807,0.248,0.248,0.0,0.255,,1.7,0.82,-5.178,14.451,14.451,2.783,,1.483,0.007,1.935,541990.0,4.6034,1638.0,541990.0,"All Other Professional, Scientific, and Technical Services"
9135,2000-12-31,00433N106,7.0,5.0,,,,0.0,,0.0,0.015,,0.074,0.151,0.074,0.21,8.15,9.103,0.004,4.542,4.542,0.383,2.85,2.85,0.029,0.0,0.0,0.0,0.0,0.0,-0.677,-0.659,-0.21,,2.723,0.212,-0.476,2.723,0.0,1.251,1.274,-0.476,-0.492,0.0,-0.476,,0.572,0.141,-4.256,0.595,0.595,6.876,,0.0,0.0,3.961,561499.0,3.2063,1678.0,561499.0,All Other Business Support Services 
1475,2013-12-31,00434H108,7.0,5.0,2013-12-31,2014-04-03,,0.0,0.0,2.243,0.0,0.0,1.005,-28.271,1.005,0.885,123.732,250.107,0.307,113.163,113.163,49.363,28.349,28.349,0.029,0.0,16.868,0.0,0.0,16.868,6.952,7.867,-0.8,,0.0,7.867,-21.898,0.0,0.0,27.21,65.92,-21.898,-21.898,0.0,-21.898,0.0,23.39,3.705,-192.324,57.23,57.23,57.812,57.812,0.0,0.0,91.812,325414.0,1122.6204,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
11767,2003-12-31,00437P107,7.0,5.0,2003-12-31,,,0.0,0.0,0.0,1.997,,36.381,0.266,36.381,0.385,3501.417,54.712,16.854,27.119,27.328,121.467,20.366,20.366,0.02,0.0,0.0,0.0,0.0,3239.596,230.124,236.975,5.61,,0.0,313.755,100.015,1.119,1615.994,,3289.194,100.015,100.015,0.0,166.562,,28.184,20.674,157.491,435.222,435.222,212.223,,0.0,66.547,,522292.0,623.1996,1432.0,522292.0,Real Estate Credit 
8314,2000-06-30,00437V104,7.0,53.0,,,,0.0,,3.903,2.303,,0.0,-0.406,0.0,79.677,205.229,66.838,4.452,10.204,10.204,300.973,14.107,14.107,0.141,0.0,0.2,0.0,0.0,37.0,16.715,20.112,0.71,,,50.06,9.896,72.261,32.342,88.281,126.636,9.896,9.896,0.2,16.581,,9.347,6.992,10.565,351.033,351.033,77.544,,0.0,6.508,35.639,561499.0,487.5732,1678.0,561499.0,All Other Business Support Services 
18875,2007-06-30,004397105,7.0,5.0,2007-06-30,2007-09-11,,0.838,0.01,38.646,0.262,,31.928,-4.822,1.406,14.147,332.109,251.637,7.23,204.83,204.83,54.151,53.799,53.799,0.053,0.0,0.0,0.0,0.0,0.0,-8.54,-2.278,-0.11,-0.131,4.495,86.301,-6.454,5.679,16.984,122.043,206.666,-5.616,-5.616,0.0,-5.01,0.0,36.661,23.937,-126.247,140.452,140.452,125.443,125.443,0.0,1.444,148.522,334510.0,1193.2618,765.0,334510.0,Electromedical and Electrotherapeutic Apparatus Manufacturing 
5786,2000-06-30,004404109,7.0,5.0,,,,0.0,,0.531,0.0,,0.991,0.074,0.991,1.538,22.785,21.136,0.53,4.386,4.386,14.227,9.181,9.181,0.092,0.0,0.28,0.0,0.0,0.726,2.166,3.285,0.24,,0.0,19.539,2.198,0.0,1.869,5.42,5.866,2.198,2.198,0.0,2.219,,6.962,3.19,-4.309,33.766,33.766,16.919,,0.0,0.021,13.184,541512.0,48.7741,1589.0,541512.0,Computer Systems Design Services 
2069,2014-12-31,004449104,7.0,5.0,2014-12-31,2015-04-07,,0.0,-0.032,0.52,0.0,0.0,0.164,1.52,0.164,2.122,70.322,213.527,0.34,18.881,63.679,39.398,17.907,17.907,0.018,0.0,0.0,0.0,0.0,0.0,-19.786,-19.428,-1.15,,0.0,-19.428,-20.176,0.0,0.0,5.516,5.709,-20.176,-20.176,0.0,-20.176,0.0,4.965,0.725,-148.932,19.97,19.97,64.613,64.613,0.0,0.0,63.917,325414.0,233.6864,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
4843,2017-12-31,00444P108,7.0,5.0,2017-12-31,2018-03-12,,0.0,0.0,0.0,0.0,,0.014,-0.351,0.014,0.096,24.369,47.813,0.063,15.644,15.644,0.0,7.497,7.497,0.075,0.0,0.0,0.0,0.0,0.0,-13.948,-13.944,-3.84,-0.016,7.647,0.0,-14.194,7.766,0.0,2.033,2.033,-14.194,-14.194,0.0,-14.194,0.0,0.067,0.063,-25.552,0.0,0.0,22.336,22.336,0.0,0.0,14.493,325412.0,103.8335,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
22625,2011-12-31,00444T209,7.0,5.0,2011-12-31,2012-04-16,,0.0,0.0,2.361,0.0,0.0,0.383,-0.609,0.383,1.53,40.835,106.11,2.019,7.794,35.785,19.911,19.568,19.568,0.022,0.0,3.804,0.0,0.0,19.079,-19.352,-18.839,-1.03,,0.0,-18.839,-20.101,0.0,0.0,7.845,23.367,-20.101,-20.101,0.0,-20.101,0.0,4.355,2.306,-88.664,1.072,1.072,17.468,17.468,0.0,0.0,30.301,325412.0,37.5706,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
5364,2000-12-31,00445F109,7.0,53.0,,,,0.0,,0.072,0.0,,5.969,0.03,5.969,1.084,10.001,252.639,0.036,1.532,3.532,6.689,18.382,18.382,0.018,0.0,6.0,0.0,5.462,15.352,-6.46,-6.344,-0.4,,0.0,-6.344,-8.385,0.0,0.0,8.179,17.531,-2.923,-7.01,0.0,-8.385,,5.387,0.091,-260.193,0.345,0.345,-7.53,,0.0,0.0,-4.238,325414.0,7.7204,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
4791,2017-12-31,004468500,7.0,53.0,2017-12-31,2018-04-30,,0.0,0.005,0.0,0.223,0.0,0.359,-1.322,0.359,0.213,9.892,20.556,0.0,5.284,5.506,0.0,11.948,11.948,0.012,0.0,0.0,0.0,0.0,0.0,-6.632,-6.35,-2.21,,1.034,0.0,-10.583,3.566,0.0,2.013,2.013,-10.583,-10.583,0.0,-13.634,0.0,1.144,0.059,-12.689,0.0,0.0,7.879,7.879,0.0,-3.051,3.895,325412.0,16.0497,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
17661,2006-12-31,00448Q201,7.0,5.0,2006-12-31,2007-05-20,,0.0,0.018,0.0,0.0,,0.316,1.334,0.257,2.633,67.146,170.65,0.436,22.662,62.566,26.844,15.535,15.535,0.016,0.0,3.572,0.0,0.0,8.899,-24.314,-23.552,-1.62,,0.0,-23.552,-24.086,0.0,0.0,11.674,19.776,-24.086,-24.086,0.0,-24.135,0.0,8.036,1.966,-123.296,3.292,3.292,47.37,47.37,0.0,-0.049,53.19,325414.0,250.2689,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
9247,2000-12-31,00461P106,7.0,5.0,,,,0.0,,0.893,0.0,,0.669,35.79,0.669,0.042,203.008,241.288,2.397,108.886,193.862,36.285,34.548,34.548,0.035,0.0,0.051,0.562,0.0,0.613,-33.858,-32.816,-2.2,,0.0,-32.816,-58.106,0.0,0.0,5.199,38.453,-59.209,-59.209,0.0,-58.106,,8.725,6.521,-76.768,3.469,3.469,164.555,,0.0,0.0,190.619,334519.0,375.7095,773.0,334519.0,Other Measuring and Controlling Device Manufacturing 
3737,2015-12-31,00461U105,7.0,5.0,2015-12-31,2016-04-15,,0.0,-0.149,1.656,0.0,0.0,0.022,-1.269,0.022,0.81,94.076,135.503,0.507,9.851,84.868,0.0,20.158,20.158,0.0,0.0,0.0,0.0,0.0,0.0,-20.667,-20.577,-1.08,,0.0,0.0,-20.563,0.0,0.0,1.555,1.555,-20.563,-20.563,0.0,-20.563,0.0,0.402,0.36,-42.982,0.0,0.0,92.521,92.521,0.0,0.0,84.969,325412.0,543.0565,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
8755,2000-12-31,004631107,7.0,5.0,,,,0.0,,16.06,,,20.124,-13.47,20.124,7.337,399.445,130.808,9.958,31.037,31.037,54.67,16.75,16.75,0.168,0.0,2.271,54.722,0.0,239.251,-5.634,15.251,-1.32,,,18.773,-22.038,287.748,0.0,31.07,294.119,-22.038,-22.038,0.0,-30.163,,39.444,29.471,-25.65,73.443,73.443,105.326,,0.0,-8.125,31.032,513120.0,152.8438,1368.0,513120.0,Periodical Publishers 
13408,2006-12-31,00484M700,7.0,8.0,2006-12-31,2007-05-15,,0.454,0.013,1.186,,,0.734,-1.699,0.734,3.315,84.368,250.693,0.527,18.101,54.031,5.337,23.658,23.658,0.024,0.0,4.436,0.187,0.0,30.876,-27.7,-25.914,-2.95,,0.0,17.781,-24.474,10.178,6.221,38.909,65.699,-24.02,-60.027,0.0,-24.474,0.0,5.916,1.223,-232.048,23.118,23.118,18.669,18.669,0.0,0.0,33.324,325414.0,374.7427,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
17425,2012-12-31,00489C103,7.0,5.0,2012-12-31,2013-04-16,2013-03-20,0.0,0.0,0.453,2.579,,6.072,1.11,6.072,2.343,110.856,96.577,4.424,36.454,36.454,78.983,23.517,23.517,0.005,0.0,0.0,0.0,0.0,0.0,22.872,27.651,0.14,,18.057,62.028,3.254,23.849,0.0,11.843,18.433,3.254,3.254,0.0,12.407,0.0,12.034,5.872,-4.159,141.011,141.011,92.423,92.423,0.0,9.87,63.031,,,,,
15326,2007-12-31,00489Q102,7.0,5.0,2007-12-31,2008-05-04,2008-03-17,0.0,-38.323,0.0,0.0,,4.898,-18.85,4.898,3.958,2072.148,355.205,0.0,6.029,137.419,45.565,25.104,25.104,0.025,0.0,116.423,1501.259,0.0,1644.546,116.533,,0.36,,0.0,116.533,8.89,0.0,0.0,,1800.542,8.89,8.89,116.423,9.228,0.0,0.0,0.0,-83.624,162.098,162.098,271.606,271.606,0.0,0.338,,525990.0,,1490.0,525990.0,Other Financial Vehicles 
23909,2000-12-31,00506P103,7.0,5.0,,,,0.0,,0.683,,,1.073,1.956,1.073,4.613,326.335,341.853,1.658,309.85,309.85,6.14,39.9,39.9,43.503,0.0,0.122,0.0,0.0,0.175,-16.008,-15.157,0.37,14.429,0.0,11.941,14.073,,3.48,11.464,11.572,14.073,14.073,0.0,14.074,,4.017,1.838,-70.593,18.081,18.081,314.763,,0.0,0.001,311.96,541519.0,,1591.0,541519.0,Other Computer Related Services
16796,2005-12-31,00507E107,7.0,5.0,2005-12-31,,,0.0,1.224,1.033,,,0.011,9.939,0.011,13.086,158.588,49.629,1.429,108.896,134.546,59.888,86.0,86.0,0.001,0.0,2.374,0.0,0.0,0.0,70.868,71.566,0.91,,0.0,89.734,73.605,1.889,7.023,27.307,27.431,73.605,73.605,2.374,73.061,0.0,3.183,2.36,80.945,149.622,149.622,130.575,130.575,0.0,-0.526,126.521,334413.0,,758.0,334413.0,Semiconductor and Related Device Manufacturing 
627,2014-12-31,00507W206,7.0,5.0,2014-12-31,2015-04-07,2015-03-18,0.0,0.0,0.011,0.0,0.0,0.034,-0.194,0.034,2.498,7.569,89.252,0.151,6.707,6.707,0.0,29.972,29.972,0.03,0.0,0.284,0.0,0.0,0.0,-22.481,-22.443,-0.9,,0.0,0.0,-24.688,0.0,0.0,9.492,9.492,-24.688,-24.688,0.284,-24.688,0.0,0.167,0.128,-91.205,0.0,0.0,-1.923,-1.923,0.0,0.0,-2.085,325414.0,176.5351,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
4115,2016-12-31,005098108,7.0,5.0,2016-12-31,2017-04-01,2017-03-22,0.0,-90.834,82.296,9.3,0.0,153.463,-43.699,153.463,87.608,1736.171,880.576,19.175,76.058,79.14,739.324,74.094,74.094,0.074,0.0,61.245,0.0,0.0,367.098,150.009,190.843,0.61,1.2,179.241,832.951,45.012,669.229,323.289,462.108,967.348,45.012,45.012,42.495,89.222,0.0,391.112,239.748,-144.785,1572.275,1572.275,735.865,768.823,0.0,39.707,202.423,339920.0,1460.3927,887.0,339920.0,Sporting and Athletic Goods Manufacturing
10749,2003-12-31,00511R854,7.0,5.0,2003-12-31,,,0.0,0.0,0.713,0.0,,1.625,-0.284,1.625,1.52,58.924,199.699,0.535,54.562,54.562,0.0,14.295,14.295,0.143,0.0,0.885,0.0,0.0,1.09,-19.709,-17.976,-6.66,,0.0,0.0,-21.923,0.0,0.0,4.344,4.549,-21.923,-27.872,0.0,-21.923,,9.959,2.024,-145.467,0.0,0.0,54.375,,0.0,0.0,50.931,325412.0,125.5101,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
21066,2014-03-31,00547W307,7.0,5.0,2014-03-31,2014-06-25,,0.0,0.0,0.001,0.291,0.0,0.0,0.003,0.0,0.671,15.122,58.325,0.097,5.403,5.403,0.0,10.809,10.502,0.001,0.0,0.422,0.0,0.0,0.0,-4.396,-4.1,-1.11,,0.0,0.0,-8.156,9.612,0.0,2.934,2.934,-8.156,-8.156,0.422,-8.156,0.0,0.097,0.092,-46.133,0.0,0.0,12.188,12.188,0.005,0.0,2.484,325412.0,66.7927,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
2252,2014-12-31,00548A106,7.0,5.0,2014-12-31,2015-03-16,2015-03-05,0.0,-0.18,0.004,0.0,0.0,0.07,10.874,0.07,3.685,161.189,157.581,1.285,61.446,122.358,37.177,17.551,17.551,0.022,0.0,0.0,0.0,0.0,0.0,18.514,18.669,0.61,,0.0,18.669,10.223,0.0,0.0,12.545,14.115,10.223,10.223,0.0,17.597,0.0,1.468,1.228,-10.529,55.846,55.846,147.074,147.074,0.0,7.374,110.982,325412.0,304.8609,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
7741,2000-12-31,006228209,7.0,5.0,,,,0.0,,0.723,,,0.14,3.579,0.14,1.255,47.786,85.794,0.693,6.488,20.977,13.471,23.138,22.48,0.023,0.0,0.0,0.0,0.0,0.0,-28.402,-24.706,-1.66,,0.944,28.978,-37.241,0.944,13.779,6.468,6.534,-37.241,-37.241,0.0,-37.004,,11.162,5.733,-41.429,42.449,42.449,41.252,,3.136,0.237,34.501,339920.0,9.1325,887.0,339920.0,Sporting and Athletic Goods Manufacturing
15586,2006-06-30,00635P107,7.0,5.0,2006-06-30,2006-09-29,,0.0,-0.111,8.516,0.836,,3.545,-0.13,3.545,15.189,252.59,464.877,6.812,34.815,57.038,48.099,34.874,34.874,0.349,0.0,0.0,0.0,0.0,0.0,71.845,73.104,1.36,,0.0,191.006,46.351,127.128,10.603,28.307,30.317,46.351,46.351,0.0,76.152,0.0,8.095,7.388,-242.953,239.105,239.105,222.273,,0.0,29.801,71.339,325412.0,1556.0779,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
3449,2015-06-30,00653A107,7.0,5.0,2015-06-30,2015-10-14,2015-10-13,0.0,0.19,6.782,0.03,,0.0,-8.038,0.0,1.98,300.716,305.948,4.902,229.089,284.391,33.788,70.785,70.785,0.668,0.0,0.0,0.0,0.0,0.0,-23.798,-23.065,-0.3,-1.132,0.0,-23.065,-21.592,0.178,,26.763,41.074,-21.592,-21.592,0.0,-23.697,0.0,6.315,5.393,-46.974,10.723,10.723,259.642,259.642,0.0,-2.105,268.382,325414.0,,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
21246,2009-12-31,006739106,7.0,5.0,2009-12-31,2010-04-19,2010-03-18,0.0,0.0,6.213,3.953,,1.24,-2.048,1.24,3.763,161.315,80.611,0.671,0.518,0.518,182.693,10.499,10.499,0.01,0.0,7.388,0.0,0.0,49.239,13.01,17.923,0.34,,59.482,76.612,3.602,72.564,0.0,38.897,80.748,3.602,3.602,0.0,5.002,0.0,6.287,3.133,-0.054,259.305,259.305,80.567,80.567,0.0,1.4,45.481,621610.0,96.5908,1808.0,621610.0,Home Health Care Services
7087,2000-12-31,006754204,7.0,53.0,,,,0.0,,372.79,684.475,,317.241,-53.078,317.241,168.496,6575.032,1921.344,216.637,300.576,300.576,13245.729,148.411,148.304,114.799,185.16,733.234,0.0,0.0,1578.798,79.002,872.104,-1.8,,1907.765,3189.073,-264.162,1907.765,0.0,3419.905,5093.135,-264.162,-264.162,727.062,-96.9,,709.163,407.352,-555.48,16434.802,16434.802,1475.108,,5.555,163.559,522.769,561320.0,,1659.0,561320.0,Temporary Help Services
13246,2003-12-31,00676P107,7.0,37.0,2003-12-31,,,0.0,0.0,1.335,0.0,,0.102,-0.338,0.102,0.876,70.081,157.025,1.489,64.379,64.379,5.84,38.474,38.474,0.038,0.0,0.0,0.0,0.0,0.0,10.786,11.681,0.28,,0.0,31.481,9.355,0.0,0.0,4.092,4.092,9.355,3.168,0.0,10.981,,10.412,1.725,-91.074,37.321,37.321,65.989,65.989,0.0,1.626,64.162,334413.0,723.6959,758.0,334413.0,Semiconductor and Related Device Manufacturing 
2521,2014-12-31,006855100,7.0,5.0,2014-12-31,2015-04-02,2015-02-19,0.0,-0.074,17.137,1.78,,40.159,-64.687,40.159,14.133,282.818,51.238,47.429,2.002,6.797,163.827,9.845,9.845,0.098,0.0,1.897,0.0,0.0,110.935,-0.617,14.42,-0.35,,61.009,46.867,-3.351,81.024,4.287,41.445,182.938,-3.351,-3.351,0.0,-18.598,10.781,111.595,93.892,-3.425,210.694,210.694,48.019,99.88,0.0,-1.326,24.198,621493.0,368.203,1800.0,621493.0,Freestanding Ambulatory Surgical and Emergency Centers 
14568,2004-12-31,006864102,7.0,5.0,2004-12-31,,,0.0,0.0,0.271,,,0.0,-0.376,0.0,2.75,88.128,126.463,0.144,80.118,80.118,4.726,16.461,16.461,0.016,0.0,0.0,0.0,0.0,0.0,6.346,6.515,0.73,,0.0,28.87,8.869,0.176,0.667,6.417,6.417,8.869,8.869,0.0,9.279,0.0,2.494,0.268,-44.768,33.596,33.596,81.711,,0.0,0.41,81.267,334510.0,288.2321,765.0,334510.0,Electromedical and Electrotherapeutic Apparatus Manufacturing 
3795,2015-12-31,00687D101,7.0,5.0,2015-12-31,2016-04-25,2016-02-12,0.0,-0.146,0.123,1.236,0.0,0.114,-0.972,0.114,9.68,49.938,107.167,0.559,23.089,23.089,23.322,14.975,14.975,0.002,0.0,5.622,0.0,0.0,13.436,-6.634,-3.945,-0.57,-0.1,0.022,19.937,-8.383,9.581,7.368,17.644,25.459,-8.383,-8.383,0.0,-8.444,0.0,7.565,0.909,-82.69,43.259,43.259,24.479,24.479,0.0,-0.061,21.69,334413.0,115.4573,758.0,334413.0,Semiconductor and Related Device Manufacturing 
4835,2018-12-31,00688A205,7.0,5.0,2018-12-31,2019-04-08,,0.0,0.0,0.824,0.001,,0.0,-0.815,0.0,0.258,4.699,16.469,0.0,3.869,3.869,0.0,6.862,6.862,0.007,0.0,0.0,0.0,0.0,0.0,-2.089,-2.088,-1.78,,0.0,0.0,-11.631,0.006,0.0,0.258,0.258,-11.631,-11.631,0.0,-11.631,0.0,0.0,0.0,-12.035,0.0,0.0,4.441,4.441,0.0,0.0,4.435,325412.0,35.1334,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
7912,2000-12-31,007231103,,5.0,,,,,,,,,3.72,,,261.315,301.361,0.0,,11.221,33.445,9.407,3.673,3.673,31.497,,9.9,,0.0,,,3.275,0.21,0.0,3.387,8.417,0.606,3.387,0.0,,272.643,0.606,0.606,9.9,0.969,,,2.666,-2.779,17.824,17.824,28.718,,0.0,0.363,,522110.0,33.057,1420.0,522110.0,Commercial Banking 
9315,2000-12-31,00724X102,7.0,5.0,,,,0.0,,2.503,0.0,,0.086,-1.904,0.086,1.697,135.61,181.154,1.001,67.393,131.631,23.134,27.945,27.945,0.003,0.0,0.521,0.215,0.0,0.736,-23.466,-23.09,-13.99,,0.0,-23.09,-21.238,0.0,0.0,5.463,6.57,-21.238,-74.247,0.0,-21.238,,2.468,1.39,-52.117,0.044,0.044,129.04,,0.0,0.0,128.671,325412.0,614.79,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
3406,2015-12-31,00739L200,7.0,5.0,2015-12-31,2016-03-30,2016-03-08,0.0,-0.339,4.004,0.089,0.0,0.075,159.757,0.075,5.086,481.825,362.807,2.174,150.456,415.654,85.248,63.588,63.588,0.006,0.0,0.0,0.0,0.0,0.0,-12.992,-12.269,-0.65,,8.469,-12.269,-39.209,37.869,0.0,31.066,220.203,-39.209,-39.209,0.0,-39.308,0.0,5.643,3.986,-101.191,72.979,72.979,261.622,261.622,0.0,-0.099,393.438,325414.0,1789.3663,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
14587,2004-12-31,00739W107,7.0,5.0,2004-12-31,,,0.0,0.0,13.028,0.0,,16.707,-2.86,16.707,13.911,397.539,280.553,28.448,18.224,18.224,389.757,96.821,83.958,0.968,0.0,0.471,6.66,0.0,46.637,118.668,136.329,1.2,,122.324,180.431,83.055,122.324,0.0,42.797,101.249,83.055,83.055,0.0,97.096,0.0,131.671,72.247,52.492,570.188,570.188,296.29,,37.723,14.041,143.464,522291.0,,1431.0,522291.0,Consumer Lending 
5853,2000-10-31,007525108,7.0,5.0,,,,0.0,,10.389,,,12.4,4.229,12.4,32.661,383.074,0.0,14.677,185.169,204.518,172.167,51.802,51.802,199.976,0.0,5.282,0.0,0.0,6.369,27.316,30.538,1.73,0.697,,98.703,88.909,,48.11,67.696,68.783,88.909,88.909,0.0,135.558,,27.2,18.864,114.315,270.87,270.87,314.291,,0.0,46.63,263.142,334112.0,673.426,743.0,334112.0,Computer Storage Device Manufacturing 
15640,2005-12-31,00752J108,7.0,5.0,2005-12-31,,,0.0,-0.501,5.436,0.0,,2.196,-0.9,2.196,5.196,151.323,149.558,1.082,124.377,124.377,25.481,43.166,43.166,0.043,0.0,0.0,0.0,0.0,0.0,4.204,5.687,0.1,-0.094,0.0,42.817,2.085,0.0,6.561,10.897,10.921,2.085,2.085,0.0,6.141,0.0,6.497,2.257,-9.199,68.298,68.298,140.402,,0.0,4.056,135.973,334413.0,597.8491,758.0,334413.0,Semiconductor and Related Device Manufacturing 
5875,2000-12-31,00754A105,7.0,5.0,,,,0.0,,24.059,0.0,,10.809,0.536,10.809,19.92,1134.452,267.947,23.743,8.368,875.153,199.759,80.73,80.73,0.807,0.0,0.0,0.0,0.0,0.0,66.084,81.628,0.97,,0.0,217.091,77.568,0.0,60.435,312.221,314.787,77.568,77.568,0.0,117.528,,103.408,66.699,550.911,416.85,416.85,819.665,,0.0,39.96,744.723,334210.0,1458.1856,747.0,334210.0,Telephone Apparatus Manufacturing
6465,2001-05-31,00760J108,7.0,5.0,,,,-1.629,,3.321,,,1.87,-0.131,1.87,1.213,39.592,36.05,0.122,10.391,14.155,17.272,7.116,7.116,0.071,0.0,0.0,0.0,0.0,0.0,1.472,2.123,-0.02,-0.238,0.956,13.767,1.488,,10.125,4.6,4.785,-0.141,-0.141,0.0,2.534,,9.897,2.103,-1.314,31.039,31.039,34.807,,0.0,1.046,28.752,334515.0,28.464,770.0,334515.0,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals 
9752,2000-12-31,00761E108,7.0,5.0,,,,0.0,,1.799,0.262,,1.091,-0.852,1.091,4.385,57.313,66.496,2.957,25.326,33.444,25.487,8.516,8.407,0.085,0.0,0.101,0.0,0.0,0.231,6.402,7.628,0.59,,0.0,18.681,3.759,0.0,6.814,5.888,6.195,3.759,3.759,0.0,6.005,,12.64,4.367,-13.763,44.168,44.168,51.118,,1.7,2.246,42.945,334413.0,106.1384,758.0,334413.0,Semiconductor and Related Device Manufacturing 
7048,2002-03-31,00762U200,7.0,53.0,,,,0.0,-8.886,147.144,,,214.349,0.0,214.349,33.336,2308.158,247.452,99.467,794.987,794.987,490.987,399.134,397.831,242.874,200.375,2.267,1.584,0.0,204.909,-278.461,-193.741,-0.45,,4.841,223.79,-179.407,4.841,396.908,174.349,499.588,-179.407,-179.407,0.0,-288.157,,913.433,438.934,1334.439,714.777,714.777,1806.499,,18.266,-109.373,1413.816,334515.0,,770.0,334515.0,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals 
