,IPO name,ticker,CUSIP,Date of IPO,IS_SPAC
400,Moringa Acq Corp,MACAU,G6S23K116,2/16/2021,True
401,New Vista Acq Corp,NVSAU,G6529L113,2/16/2021,True
402,Pathfinder Acquisition Corp,PFDRU,G04119114,2/16/2021,True
403,SportsTek Acquisition Corp,SPTKU,849196209,2/17/2021,True
404,FinServ Acquisition Corp II,FSRXU,31809Y202,2/17/2021,True
405,Kismet Acquisition II  Corp,KAIIU,G52807123,2/17/2021,True
406,Kismet Acquisition Three Corp,KIIIU,G5276C128,2/17/2021,True
407,Alpha Capital Acq Co,ASPCU,G0316P114,2/18/2021,True
408,B Riley Principal 150 Merger,BRPMU,05601V202,2/18/2021,True
409,CF Acquisition Corp VI,CFVIU,12521J202,2/18/2021,True
410,Figure Acq Corp I,FACA.,302438205,2/18/2021,True
411,Simon Ppty Grp Acq Hldg Inc,SPGS.,82880R202,2/18/2021,True
412,Tailwind Intl Acq Corp,TWNI.,G8662F127,2/18/2021,True
413,Arctos Nstar Acq Corp,ANAC.,G0477L118,2/22/2021,True
414,CM Life Sciences II Inc,CMIIU,125842203,2/22/2021,True
415,FTAC Athena Acquisition Corp,FTAAU,G37283127,2/22/2021,True
416,Gores Holdings VII Inc,GSEVU,38286T200,2/23/2021,True
417,Slam Corp,SLAMU,G8210L113,2/22/2021,True
418,Velocity Acq Corp,VELOU,92259E203,2/22/2021,True
419,BOA Acquisition Corp,BOAS.,05601A208,2/23/2021,True
420,Cartesian Growth Corp,GLBLU,G19276123,2/23/2021,True
421,Colicity Inc,COLIU,194170205,2/23/2021,True
422,Hudson Executive Invest Corp,HIIIU,44376L206,2/24/2021,True
423,Soaring Eagle Acquisition Corp,SRNGU,G8354H100,2/23/2021,True
424,EJF Acquisition Corp,EJFAU,G2955B117,2/24/2021,True
425,Flame Acquisition Corp,FLME.,33850F207,2/24/2021,True
426,Gores Holdings VIII Inc,GIIXU,382863207,2/24/2021,True
427,Isleworth Healthcare Acq Corp,ISLEU,46468P201,2/24/2021,True
428,USHG Acquisition Corp,HUGS.,91748P209,2/24/2021,True
429,African Gold Acquisition Corp,AGAC.,G0112R116,2/25/2021,True
430,Austerlitz Acquisition Corp I,AUS.U,G0633D117,2/25/2021,True
431,Austerlitz Acquisition Corp II,ASZ.U,G0633U119,2/25/2021,True
432,Freedom Acquisition I Corp,FACT.,G3663X102,2/25/2021,True
433,Fusion Acquisition Corp II,FSNB.,36118N201,2/25/2021,True
434,Ibere Pharmaceuticals,IBER.,G46843127,2/26/2021,True
435,Kensington Capital Acq Corp II,KCAC.,49006L203,2/25/2021,True
436,Leo Holdings III Corp,LIII.,G5463T116,2/26/2021,True
437,MCAP Acquisition Corp,MACQU,55282T208,2/25/2021,True
438,Silverbox Engaged Merger Corp,SBEAU,82836L200,2/25/2021,True
439,Twelve Seas Investment Co II,TWLVU,90118T205,2/25/2021,True
440,Warrior Tech Acq Co,WARR.,936273200,2/25/2021,True
441,Advanced Merger Partners Inc,AMPI.,00777J208,3/1/2021,True
442,Anzu Special Acq Corp I,ANZUU,03737A200,3/1/2021,True
443,Arrowroot Acquisition Corp,ARRWU,04282M201,3/2/2021,True
444,DHB Capital Corp,DHBCU,23291W208,3/1/2021,True
445,DHC Acquisition Corp,DHCAU,G2758T125,3/1/2021,True
446,FinTech Evolution Acq Group,FTEV.,G3R19A112,3/1/2021,True
447,Goldenbridge Acquisition Ltd,GBRGU,G3970D112,3/1/2021,True
448,Haymaker Acquisition Corp III,HYACU,42087R207,3/1/2021,True
449,Live Oak Mobility Acq Corp,LOKM.,538126202,3/2/2021,True
450,Nightdragon Acquisition Corp,NDACU,65413D204,3/1/2021,True
451,Northern Star Invest Corp III,NSTC.,66574L209,3/1/2021,True
452,Northern Star Invest Corp IV,NSTD.,66575B200,3/1/2021,True
453,Orion Acquisition Corp,OHPAU,68626A207,3/1/2021,True
454,Supernova Partners Acq Co II,SNII.,G8T86C113,3/1/2021,True
455,TCW Special Purpose Acq Corp,TSPQ.,87301L205,3/1/2021,True
456,Isos Acquisition Corp,ISOS.,G4962C120,3/2/2021,True
457,Mission Advancement Corp,MACC.,60501L200,3/2/2021,True
458,Roth CH Acquisition III Co,ROCRU,77867Q201,3/2/2021,True
459,Altimar Acquisition Corp III,ATAQ.,G0370U124,3/3/2021,True
460,Aurora Acquisition Corp,AURCU,G0698L111,3/3/2021,True
461,FTAC Hera Acquisition Corp,HERAU,G3728Y129,3/3/2021,True
462,M3-Brigade Acquisition II Corp,MBAC.,553800202,3/3/2021,True
463,Property Solutions Acq Corp II,PSAGU,74350A207,3/4/2021,True
464,RXR Acquisition Corp,RXRAU,74981W206,3/3/2021,True
465,Twin Ridge Capital Acq Corp,TRCA.,G9151L112,3/3/2021,True
466,Dmy Technology Group Inc IV,DMYQ.,23344K201,3/4/2021,True
467,First Reserve Sustainable,FRSGU,336169206,3/4/2021,True
468,InterPrivate II Acq Corp,IPVA.,46064Q207,3/4/2021,True
469,InterPrivate III Financial,IPVF.,46064R205,3/4/2021,True
470,InterPrivate IV InfraTech,IPVIU,46064T201,3/4/2021,True
471,Tailwind Two Acq Corp,TWNT.,G86613117,3/4/2021,True
472,Tribe Capital Growth Corp I,ATVCU,89601Y200,3/4/2021,True
473,VPC Impact Acq Hldg II,VPCBU,G9460L100,3/4/2021,True
474,VPC Impact Acq Hldg III Inc,VPCC.,91835J207,3/4/2021,True
475,Warburg Pincus Capital I-A,WPCA.,G9461D123,3/4/2021,True
476,Warburg Pincus Capital I-B,WPCB.,G9460M116,3/4/2021,True
477,Independence Holdings Corp,ACQRU,G4761A119,3/8/2021,True
478,Peridot Acquisition Corp II,PDOT.,G7008B113,3/8/2021,True
479,Agile Growth Corp,AGGRU,G01202129,3/9/2021,True
480,Colonnade Acquisition Corp II,CLAA.,G2284B127,3/9/2021,True
481,Digital Transformation,DTOCU,25401K206,3/9/2021,True
482,ESM Acquisition Corp,ESM.U,G3195H120,3/9/2021,True
483,Forest Road Acq Corp II,FRXB.,34619V202,3/9/2021,True
484,PWP Forward Acquisition Corp I,FRWAU,74709Q200,3/9/2021,True
485,Sandbridge X2 Corp,SBII.,799792205,3/9/2021,True
486,Archimedes Tech SPAC Partners,ATSPU,039562202,3/10/2021,True
487,Frontier Acq Corp,FRONU,G36826116,3/10/2021,True
488,G&P Acquisition Corp,GAPA.,36146G202,3/10/2021,True
489,L Catterton Asia Acquisition,LCAAU,G5346G109,3/10/2021,True
490,Pine Tech Acq Corp,PTOCU,722850203,3/10/2021,True
491,Silver Spike Acq Corp II,SPKBU,G8201H121,3/10/2021,True
492,CF Acquisition Corp VIII,CFFEU,12520C208,3/11/2021,True
493,FTAC Parnassus Acq Corp,FTPAU,30319B207,3/11/2021,True
494,Gores Tech Partners Inc,GTPAU,382870202,3/11/2021,True
495,Gores Technology Partners II,GTPBU,38287L206,3/11/2021,True
496,Ross Acquisition Corp II,ROSS.,G7641C122,3/11/2021,True
497,Stratim Cloud Acquisition Corp,SCAQU,86309R206,3/11/2021,True
498,European Biotech Acq Corp,EBACU,G3167F110,3/15/2021,True
499,FAST Acquisition Corp II,FZT.U,311874200,3/15/2021,True
500,Fortress Value Acq Corp IV,FVIV.,34964K207,3/15/2021,True
501,Plum Acquisition Corp I,PLMIU,G7134L100,3/15/2021,True
502,Reinvent Technology Partners Y,RTPYU,G7484L114,3/15/2021,True
503,Waldencast Acquisition Corp,WALDU,G9460C126,3/15/2021,True
504,Athena Tech Acq Corp,ATHN.,04687A208,3/16/2021,True
505,Build Acq Corp,BGSX.,12008J204,3/16/2021,True
506,Golden Arrow Merger Corp,GAMCU,380799205,3/16/2021,True
507,KKR Acquisition Holdings I,KAHC.,48253T208,3/16/2021,True
508,Kadem Sustainable Impact Corp,KSICU,48284E204,3/16/2021,True
509,Tech & Energy Transition Corp,TETCU,87823R201,3/16/2021,True
510,Accelerate Acquisition Corp,AAQCU,00439D201,3/17/2021,True
511,American Acq Opportunity Inc,AMAOU,02369M201,3/17/2021,True
512,Forum Merger IV Corp,FMIVU,349875203,3/17/2021,True
513,GX Acquisition Corp II,GXIIU,36260F204,3/17/2021,True
514,Revolution Healthcare Acquisit,REVHU,76155Y207,3/17/2021,True
515,AF Acq Corp,AFAQU,001040203,3/18/2021,True
516,BYTE Acquisition Corp,BYTSU,G1R25Q121,3/18/2021,True
517,Glenfarne Merger Corp,GGMCU,378579205,3/18/2021,True
518,LDH Growth Corp I,LDHAU,G54094118,3/18/2021,True
519,Levere Holdings Corp,LVRAU,G5462L114,3/18/2021,True
520,Longview Acquisition Corp. II,LGV.U,54319Q204,3/18/2021,True
521,ArcLight Clean Transition II,ACTDU,G0R21B120,3/22/2021,True
522,Glass Houses Acquisition Corp,GLHAU,37714P202,3/22/2021,True
523,Gores Guggenheim Inc,GGPIU,38286Q206,3/22/2021,True
524,Lead Edge Growth Opportunities,LEGAU,G54085124,3/22/2021,True
525,Magnum Opus Acq Ltd,OPA.U,G5S70A120,3/22/2021,True
526,Newbury St Acq Corp,NBSTU,65101L203,3/22/2021,True
527,NextGen Acquisition Corp II,NGCAU,G65317110,3/22/2021,True
528,Rocket Internet Growth,RKTA.,G7613T111,3/22/2021,True
529,Supernova Partners Acq Co III,STRE.,G8T90F110,3/22/2021,True
530,TB SA Acquisition Corp,TBSAU,G8657L113,3/22/2021,True
531,Virgin Group Acq Corp II,VGII.,G9460K110,3/22/2021,True
532,Corazon Capital V838,CRZNU,G24237110,3/23/2021,True
533,Decarbonization Plus Acq III,DCRCU,24279D204,3/23/2021,True
534,Disruptive Acquisition Corp I,DISAU,G2770Y110,3/23/2021,True
535,Northern Genesis Acq Corp III,NGC.U,66516W206,3/24/2021,True
536,Landcadia Holdings IV Inc,LCAHU,51477A203,3/24/2021,True
537,MSD Acquisition Corp,MSDAU,G5709C117,3/24/2021,True
538,Nocturne Acq Corp,MBTCU,G6580S122,3/31/2021,True
539,Ace Global Bus Acq Ltd,ACBAU,G0083E128,4/5/2021,True
540,CM Life Sciences III Inc,CMLTU,125841205,4/6/2021,True
541,Model Performance Acq Corp,MPACU,G6246M113,4/7/2021,True
542,Tio Tech A,TIOAU,G8T10C122,4/7/2021,True
543,Aldel Financial Inc,ADF.U,01407X203,4/8/2021,True
544,Global SPAC Partners Co,GLSPU,G3934K137,4/8/2021,True
545,Big Sky Growth Partners Inc,BSKYU,08954L201,4/28/2021,True
546,TradeUP Global Corp,TUGCU,G89877123,4/28/2021,True
547,Valor Latitude Acq Corp,VLATU,G9460N114,5/3/2021,True
548,Maquia Capital Acq Corp,MAQCU,56564V200,5/4/2021,True
549,B Riley Principal 250 Merger,BRIVU,05602L203,5/7/2021,True
550,Data Knights Acq Corp,DKDCU,237699202,5/7/2021,True
551,Orion Biotech Opportunities,ORIAU,G6780C125,5/12/2021,True
552,Artisan Acquisition Corp.,ARTAU,G0509L110,5/13/2021,True
553,Osiris Acq Corp,OSI.U,68829A202,5/13/2021,True
554,Angel Pond Holdings Corp,POND.,G0447J110,5/18/2021,True
555,Catalyst Partners Acq Corp,CPARU,G19550113,5/18/2021,True
556,Mountain Crest Acq Corp III,MCAEU,62402U206,5/17/2021,True
557,Aries I Acq Corp,RAMMU,G0542N115,5/18/2021,True
558,Giginternational1 Inc,GIWWU,37518W205,5/18/2021,True
559,Skydeck Acquisition Corp,SKYAU,G82220107,5/18/2021,True
560,Graf Acquisition Corp IV,GFORU,384272209,5/21/2021,True
561,EG Acquisition Corp,EGGF.,26846A209,5/25/2021,True
562,Post Holdings Partnering Corp,PSPC.,737465203,5/25/2021,True
563,OceanTech Acquisitions I Corp,OTECU,675507206,5/27/2021,True
564,SPK Acquisition Corp,SPKAU,848651204,6/7/2021,True
565,Colombier Acq Corp,CLBR.,19533H207,6/8/2021,True
566,Global Consumer Acq Corp,GACQU,37892B207,6/8/2021,True
567,Summit Healthcare Acq Corp,SMIHU,G8566R128,6/9/2021,True
568,Blue Safari Grp Acq Corp,BSGA,G1195R122,6/9/2021,True
569,Jaws Hurricane Acq Corp,HCNEU,47201B202,6/10/2021,True
570,Lakeshore Acquisition I Corp,LAAAU,G53521129,6/10/2021,True
571,Logistics Innovation Tech,LITTU,54141L209,6/10/2021,True
572,DILA Capital Acquisition Corp,DILAU,254028202,6/14/2021,True
573,G Squared Ascend II Inc,GSQB.,G42041114,6/14/2021,True
574,Rice Acquisition Corp II,RONI.,G75529118,6/15/2021,True
575,Zimmer Energy Transition Acq,ZTAQU,989570205,6/15/2021,True
576,Corner Growth Acq Corp 2,TRONU,G2426E112,6/16/2021,True
577,Jaws Juggernaut Acq Corp,JUGGU,G50735128,6/17/2021,True
578,Golden Path Acquisition Corp,GPCOU,G4028H139,6/22/2021,True
579,Coliseum Acq Corp,MITAU,G2263T115,6/22/2021,True
580,FinTech Acquisition Corp VI,FTVIU,31811H205,6/23/2021,True
581,Northern Lights Acquisition Co,NLITU,66538L204,6/23/2021,True
582,Elliott Opportunity II Corp,EOCW.,G30092129,6/28/2021,True
583,Mountain Crest Acquisition Cor,MCAFU,62403K207,6/29/2021,True
584,Shelter Acquisition Corp I,SHQAU,822821203,6/29/2021,True
585,Thunder Bridge Capital IV Inc,THCPU,88605L206,6/29/2021,True
586,Corsair Partnering Corp,CORS.,G2540H124,6/30/2021,True
587,Frontier Investment Corp,FICVU,G36816117,6/30/2021,True
588,G3 VRM Acquisition Corp,GGGVU,362425209,6/30/2021,True
589,Macondray Capital Acquisition,DRAYU,G5853A123,6/30/2021,True
590,Agrico Acquisition Corp,RICOU,G41089122,7/7/2021,True
591,Galata Acquisition Corp,GLTA.,G3R23A124,7/8/2021,True
592,Good Works II Acquisition Corp,GWIIU,38216G203,7/12/2021,True
593,JATT Acquisition Corp,JATT.,G50752115,7/14/2021,True
594,CleanTech Acquisition Corp,CLAQU,18453L206,7/14/2021,True
595,TradeUP Acquisition Corp,UPTDU,89268A206,7/14/2021,True
596,Bilander Acquisition Corp,TWCBU,09001T205,7/15/2021,True
597,Black Spade Acquisition Co,BSAQ.,G11537126,7/15/2021,True
598,StoneBridge Acquisition Corp,APACU,G85094111,7/15/2021,True
599,Chavant Capital Acquisition Co,CLAYU,G2058L129,7/19/2021,True
600,Clover Leaf Capital Corp,CLOEU,18915E204,7/19/2021,True
601,TortoiseEcofin Acquisition III,TRTL.,G8956E208,7/19/2021,True
602,Portage Fintech Acquisition Co,PFTAU,G7185D122,7/20/2021,True
603,Belong Acquisition Corp,BLNGU,08069M201,7/22/2021,True
604,Alpha Healthcare Acquisition,ALPAU,02073F203,7/26/2021,True
605,Williams Rowland Acquisition,WRAC.,96951B201,7/26/2021,True
606,Alpha Partners Technology Merg,APTMU,G63290129,7/27/2021,True
607,Mercury Ecommerce Acq Corp,MEACU,589381201,7/27/2021,True
608,International Media Acquisitio,IMAQU,459867206,7/28/2021,True
609,Metals Acquisition Corp,MTAL.,G60405118,7/28/2021,True
610,Software Acquisition Group III,SWAGU,83407J202,7/28/2021,True
611,XPAC Acquisition Corp,XPAXU,G9831X114,7/30/2021,True
612,Healthwell Acquisition Corp I,HWELU,42227R208,8/2/2021,True
613,AMCI Acquisition Corp II,AMCIU,00166R209,8/3/2021,True
614,Blue Whale Acquisition Corp I,BWCAU,G1330M111,8/3/2021,True
615,Gladstone Acquisition Corp,GLEEU,37653T207,8/4/2021,True
616,Nova Vision Acquisition Corp,NOVVU,G6759A126,8/5/2021,True
617,Riverview Acquisition Corp,RVACU,769395203,8/5/2021,True
618,Roth CH Acquisition IV Co,ROCGU,77867P203,8/5/2021,True
619,Abri Spac I Inc,ASPAU,00085X204,8/9/2021,True
620,Avista Public Acquisition Corp,AHPAU,G07247110,10/14/2016,True
621,Conyers Park III Acquisition C,CPAAU,21289P201,8/9/2021,True
622,10X Capital Venture Acquisitio,VCXAU,G87076124,8/10/2021,True
623,Chardan NexTech Acquisition 2,CNTQU,159561208,8/10/2021,True
624,Decarbonization Plus Acquisiti,DCRDU,G2773W129,8/10/2021,True
625,PONO Capital Corp,PONOU,732450200,8/10/2021,True
626,TPB Acquisition Corp I,TPBAU,G8990L119,8/10/2021,True
627,World Quantum Growth Acquisiti,WQGA.,G5596W119,8/10/2021,True
628,AfterNext HealthTech Acquisiti,AFTR.,G01109118,8/11/2021,True
629,Oxbridge Acquisition Corp,OXACU,G6855L125,8/11/2021,True
630,PHP Ventures Acquisition Corp,PPHPU,69291C205,8/11/2021,True
631,Armada Acquisition Corp. I,AACIU,04208V202,8/12/2021,True
632,AxonPrime Infrastructure Acq,APMIU,05467C207,8/12/2021,True
633,CENAQ Energy Corp,CENQU,15130M201,8/12/2021,True
634,Jupiter Acquisition Corp,JAQCU,482082203,8/12/2021,True
635,Kensington Capital Acquis V,KCGI.,G5251K111,8/12/2021,True
636,Waverley Capital Acquisition I,WAVC.,G06536125,8/19/2021,True
637,Cascadia Acquisition Corp,CCAIU,14739D209,8/25/2021,True
638,Minority Equality Opportunit,MEOAU,60436Q209,8/25/2021,True
639,Springwater Special Situations,SWSSU,85205U206,8/25/2021,True
640,CHW Acquisition Corp,CHWAU,G2254A117,8/30/2021,True
641,Alpine Acquisition Corporation,REVEU,02083L208,8/30/2021,True
642,Concord Acquisition Corp II,CNDA.,20607U207,8/31/2021,True
643,DTRT Health Acquisition Corp,DTRTU,23344T202,9/1/2021,True
644,Insight Acquisition Corp,INAQ.,45784L209,9/1/2021,True
645,Digital World Acquisition Corp,DWACU,25400Q204,9/2/2021,True
646,Oxus Acquisition Corp,OXUSU,G6859L113,9/2/2021,True
647,Banner Acquisition Corp,BNNRU,06654K200,9/7/2021,True
648,Bannix Acquisition Corp,BNIXU,066644204,9/9/2021,True
649,First Light Acquisition Group,FLAGU,320703200,9/9/2021,True
650,Future Health ESG Corp,FHLTU,36118W201,9/9/2021,True
651,SILVERspac Inc,SLVRU,G8136V120,9/9/2021,True
652,CIIG Capital Partners II Inc,CIIGU,12561U208,9/14/2021,True
653,Endurance Acquisition Corp,EDNCU,69512X202,9/13/2021,True
654,Sierra Lake Acquisition Corp,SIERU,826332207,9/14/2021,True
655,WinVest Acquisition Corp,WINVU,97655B208,9/14/2021,True
656,SOAR Technology Acquisition Co,FLYA.,G82472104,9/15/2021,True
657,HHG Capital Corp,HHGCU,G4R23P137,9/20/2021,True
658,Argus Capital Corp,ARGUU,04026L204,9/21/2021,True
659,Inflection Point Acquisition,IPAXU,G47874105,9/21/2021,True
660,Live Oak Crestview Climate Acq,LOCC.,538086208,9/22/2021,True
661,Direct Selling Acquisition,DSAQ.,25460L202,9/23/2021,True
662,GigCapital5 Inc,GIA.U,37519U208,9/23/2021,True
663,Berenson Acquisition Corp I,BACA.,083690206,9/27/2021,True
664,Parabellum Acquisition Corp,PRBM.,69901P208,9/27/2021,True
665,Hennessy Capital Investment VI,HCVIU,42600H207,9/28/2021,True
666,MELI Kaszek Pioneer Corp,MEKA,G5S74L106,9/28/2021,True
667,Artemis Strategic Investment C,ARTEU,04303A202,9/29/2021,True
668,Home Plate Acquisition Corp,HPLTU,43734R202,9/29/2021,True
669,Marblegate Acquisition Corp,GATEU,56608A204,9/30/2021,True
670,Monterey Bio Acquisition Corp,MTRYU,61240F207,9/30/2021,True
671,dMY Technology Group Inc VI,DMYS.,233247204,9/30/2021,True
672,Crixus BH3 Acquisition Co,BHACU,22677T201,10/4/2021,True
673,Mount Rainier Acquisition Corp,RNERU,623006202,10/4/2021,True
674,Avalon Acquisition Inc.,AVACU,05338E200,10/5/2021,True
675,Enphys Acquisition Corp,NFYS.,G3167L125,10/5/2021,True
676,Parsec Capital Acquisitions Co,PCXCU,70184A207,10/5/2021,True
677,Phoenix Biotech Acquisition Co,PBAXU,71902K204,10/5/2021,True
678,IX Acquisition Corp,IXAQU,G5000D129,10/7/2021,True
679,Hawks Acquisition Corp,HWKZ.,42032P207,10/7/2021,True
680,Learn CW Investment Corp,LCW.U,G54157121,10/8/2021,True
681,Maxpro Capital Acquisition Cor,JMACU,57778T205,10/7/2021,True
682,Schultze Spec Purpose Acq II,SAMAU,808212203,10/7/2021,True
683,Gesher I Acquisition Corp,GIACU,G38537117,10/12/2021,True
684,Fat Projects Acquisition Corp,FATPU,G3400W128,10/12/2021,True
685,Black Mountain Acquisition Cor,BMAC.,09216A207,10/13/2021,True
686,Rose Hill Acquisition Corp,ROSEU,G7637J115,10/13/2021,True
687,Tristar Acquisition I Corp,TRIS.,G9074V122,10/13/2021,True
688,Achari Ventures Holdings Corp.,AVHIU,00444X200,10/15/2021,True
689,Compass Digital Acquisition Co,CDAQU,G2476C115,10/15/2021,True
690,Founder SPAC,FOUNU,G3661E122,10/14/2021,True
691,PepperLime Health Acquisition,PEPLU,G70021129,10/14/2021,True
692,Sanaby Health Acquisition Corp,SANBU,79956P201,10/14/2021,True
693,Blockchain Moon Acquisition Co,BMAQU,09370F208,10/18/2021,True
694,Enterprise 4.0 Technology Acqu,ENTFU,G3137C122,10/19/2021,True
695,Fintech Ecosystem Development,FEXDU,318136207,10/18/2021,True
696,Sportsmap Tech Acquisition Cor,SMAPU,84921J207,10/18/2021,True
697,Athena Consumer Acquisition Co,ACAQ.,04684M205,10/19/2021,True
698,Esgen Acquisition Corp,ESACU,G3R95N129,10/19/2021,True
699,Industrial Human Capital Inc,AXH.U,45617P203,10/19/2021,True
700,Newcourt Acquisition Corp,NCACU,G6448C111,10/19/2021,True
701,Worldwide Webb Acquisition Cor,WWACU,G97775129,10/19/2021,True
702,Accretion Acquisition Corp,ENERU,00438Y206,10/20/2021,True
703,ExcelFin Acquisition Corp,XFINU,30069X201,10/20/2021,True
704,Global Technology Acquisition,GTACU,G3934N123,10/20/2021,True
705,GoGreen Investments Corp,GOGN.,G9461B127,10/20/2021,True
706,Newhold Investment Corp II,NHICU,651450207,10/20/2021,True
707,Thrive Acquisition Corp,THACU,G7158C127,10/20/2021,True
708,Iconic Sports Acquisition Corp,ICNC.,G4712C123,10/21/2021,True
709,M3-Brigade Acquisition III Cor,MBSC.,55407R202,10/21/2021,True
710,Pegasus Digital Mobility Acqui,PGSS.,G69768128,10/21/2021,True
711,Deep Medicine Acquisition Corp,DMAQU,243733201,10/26/2021,True
712,Innovative International Acqui,IOACU,G4809M117,10/26/2021,True
713,LAVA Medtech Acquisition Corp,LVACU,519345201,10/26/2021,True
714,OPY Acquisition Corp I,OHAAU,671005205,10/26/2021,True
715,Pyrophyte Acquisition Corp,PHYT.,G7308P119,10/26/2021,True
716,TKB Critical Technologies 1,USCTU,G88935104,10/26/2021,True
717,Anthemis Digital Acquisitions,ADALU,G03959122,10/27/2021,True
718,Focus Impact Acquisition Corp,FIACU,34417L208,10/27/2021,True
719,Perception Capital Corp II,PCCTU,G7007D128,10/27/2021,True
720,Seaport Calibre Materials Acqu,SCMAU,812204204,10/27/2021,True
721,AltEnergy Acquisition Corp,AEAEU,02157M207,10/28/2021,True
722,Arbor Rapha Capital Bioholding,ARCKU,03881F203,10/28/2021,True
723,Cactus Acquisition Corp 1 Ltd,CCTSU,G1745A116,10/28/2021,True
724,Project Energy Reimagined Acqu,PEGRU,G72556122,10/28/2021,True
725,SDCL EDGE Acquisition Corp,SEDA.,G79471119,10/28/2021,True
726,Vision Sensing Acquisition Cor,VSACU,92838J202,10/29/2021,True
727,Fortune Rise Acquisition Corp,FRLAU,34969G201,11/2/2021,True
728,Integral Acquisition Corp 1,INTEU,45827K200,11/2/2021,True
729,McLaren Technology Acquisition,MLAIU,58176U208,11/2/2021,True
730,Onyx Acquisition Co I,ONYXU,G6755Q125,11/2/2021,True
731,TG Venture Acquisition Corp,TGVCU,87251T208,11/2/2021,True
732,Trine II Acquisition Corp,TRAQ.,G9059F126,11/2/2021,True
733,Concord Acquisition Corp III,CNDB.,20607V205,11/3/2021,True
734,Digital Health Acquisition Cor,DHACU,253893200,11/3/2021,True
735,Finnovate Acquisition Corp.,FNVTU,G3R34K129,11/3/2021,True
736,Juniper II Corp,JUN.U,48203N202,11/3/2021,True
737,Liberty Resources Acquisition,LIBYU,53118A204,11/3/2021,True
738,Lionheart III Corp,LIONU,536262207,11/3/2021,True
739,Mercato Partners Acquisition C,MPRAU,58759A207,11/4/2021,True
740,Semper Paratus Acquisition Cor,LGSTU,G8028L123,11/3/2021,True
741,Sizzle Acquisition Corp,SZZLU,83014E208,11/3/2021,True
742,Spindletop Health Acquisition,SHCAU,84854Q202,11/3/2021,True
743,Talon 1 Acquisition Corp,TOACU,G86656124,11/3/2021,True
744,7 Acquisition Corp,SVNAU,G80694121,11/4/2021,True
745,Intelligent Medicine Acquisiti,IQMDU,45828D205,11/4/2021,True
746,Mountain & Co. I Acquisition C,MCAAU,G6301J120,11/4/2021,True
747,New Providence Acquisition Cor,NPABU,64823D201,11/4/2021,True
