,offer date,IPO name,CUSIP
559,03/18/1983,MAXWELL LABORATORIES,57776310
560,03/22/1983,"BIOGEN, N.V.",09059710
561,03/22/1983,GIBSON CRYOGENICS,
562,03/22/1983,SCI. SYSTEMS SERVICE,80879810
563,03/22/1983,"SENTRY DATA, INC.",81690310
564,03/22/1983,TELECRAFTER CORP.,87929810
565,03/23/1983,INTEGRATED SOFTWARE,45791410
566,03/23/1983,VICTOR TECHNOLOGIES,92603010
567,03/24/1983,BURR-BROWN CORPORATION,12257410
568,03/24/1983,METROPOLITAN FEDERAL,59190810
569,03/25/1983,"FARM FRESH, INC.",30766910
570,03/25/1983,MASSTOR SYSTEMS,57630010
571,03/25/1983,STATUS GAME CORP.,85771520
572,03/25/1983,TELE. SPECIALISTS,87991410
573,03/28/1983,BIOTECHNICA INT'L.,09091510
574,03/28/1983,WINCOM CORPORATION,97313810
575,03/29/1983,CALIFORNIA FEDERAL,12958310
576,03/29/1983,FIRST FINANCIAL MGMT.,32024510
577,03/29/1983,HOME FEDERAL OF TUCSON,43708710
578,03/29/1983,PUBLISHERS EQUIPMENT,74465010
579,03/30/1983,HOME FED. SAN DIEGO,43708610
580,03/31/1983,CAMBRIDGE BIOSCIENCE,13215710
581,03/31/1983,MOBILE COMMUNICATIONS,60724320
582,04/04/1983,DATRICON CORP.,23816610
583,04/05/1983,CONTINENTAL HEALTH,21147720
584,04/05/1983,DEVON STORES,25180910
585,04/05/1983,INTERNATIONAL SAVINGS,46027610
586,04/06/1983,DEB SHOPS,24272810
587,04/07/1983,BFI COMMUNICATIONS,05538810
588,04/07/1983,COMMONWEALTH FED. S&L,20280910
589,04/07/1983,QUANTECH ELECTRONICS,74790810
590,04/08/1983,GULFSTREAM AEROSPACE,40273310
591,04/11/1983,CONTINENTAL AIRLINES,21079830
592,04/11/1983,"EQUITEX, INC.",29459210
593,04/12/1983,BUSINESS COMPUTING,12324310
594,04/12/1983,COLLINS INDUSTRIES,19485810
595,04/12/1983,RAUCH INDUSTRIES,75418210
596,04/13/1983,HYTEK MICROSYSTEMS,44918010
597,04/13/1983,OSAGE ENERGY,68771210
598,04/13/1983,VALLEY FEDERAL S&L,91961510
599,04/14/1983,INTERFACE FLOORING,45866510
600,04/19/1983,"IGC, INC.",44952510
601,04/20/1983,COMBINED NETWORK,20020910
602,04/21/1983,INTEGRATED CIRCUITS,45791110
603,04/21/1983,One Liberty Properties Inc,
604,04/25/1983,UNIFAST INDUSTRIES,90467510
605,04/26/1983,REGIS CORPORATION,75891410
606,04/26/1983,"TELECI, INC.",87927110
607,04/26/1983,TRAK AUTO CORP.,89288710
608,04/27/1983,CLINICAL DATA,18725910
609,04/27/1983,E&B MARINE,26821510
610,04/27/1983,"TELERATE, INC.",87949610
611,05/02/1983,INB BANCORP,
612,05/04/1983,AMER. BLOODPRESSURE,02462310
613,05/04/1983,B.I. INC.,05546710
614,05/04/1983,GREEN TREE ACCEPTANCE,39350510
615,05/04/1983,STERLING SOFTWARE,85954710
616,05/04/1983,THE DRESS BARN,26157010
617,05/05/1983,MACNEAL-SCHWENDLER,55480610
618,05/05/1983,MORGAN KEEGAN & CO.,61741010
619,05/05/1983,OVERLAND EXPRESS,69022210
620,05/05/1983,UNITED BANCORP ALASKA,90944810
621,05/06/1983,CARE ENTERPRISES,14164910
622,05/09/1983,JONES-HOSPLEX SYSTEMS,44090310
623,05/10/1983,APPLIED DNA SYSTEMS,03815620
624,05/10/1983,HOME FED./ROCKIES,43708510
625,05/10/1983,KINNEY SYSTEMS,49712420
626,05/10/1983,UNIVERSITY GENETICS,91427210
627,05/10/1983,"VALUE LINE, INC.",92043710
628,05/11/1983,BENIHANA NATIONAL,82049020
629,05/11/1983,CONSCO ENTERPRISES,20846210
630,05/11/1983,SCHUCHARDT SOFTWARE,
631,05/11/1983,"SPECTRAVIDEO, INC.",84760410
632,05/11/1983,UNITED MUTUAL S&L,
633,05/12/1983,COLONIAL X-RAY CORP.,19613020
634,05/12/1983,"COMPUSHOP, INC.",20491710
635,05/12/1983,"CONVERSE, INC.",21253910
636,05/12/1983,"INFO DESIGNS, INC.",45664510
637,05/12/1983,"PRIMAGES, INC.",74154910
638,05/12/1983,UNIVERSAL HOLDING,91359010
639,05/13/1983,"BENAFUELS, INC.",08152510
640,05/13/1983,"COMPU-PLAN, INC.",20476120
641,05/13/1983,CUSTOM CREAMERY,23202420
642,05/13/1983,HOME CENTERS,43706010
643,05/13/1983,LSI LOGIC CORP.,50216110
644,05/13/1983,"LYPHOMED, INC.",55233310
645,05/18/1983,CLUBMART OF AMERICA,18947510
646,05/18/1983,NU HORIZONS ELECTRONIC,66990810
647,05/19/1983,BASIC AMERICAN MED.,06983610
648,05/19/1983,GIBSON GREETINGS,37482710
649,05/20/1983,COSMO COMMUNICATIONS,22129510
650,05/20/1983,SYSTEMS ASSOCIATES,87188210
651,05/23/1983,FINANCIAL SECURITY S&L,31769510
652,05/23/1983,LOGOS SCIENTIFIC,54190120
653,05/23/1983,N.P.U. CORPORATION,
654,05/25/1983,"ASTRO-MED, INC.",04638210
655,05/25/1983,ELECTRONIC FINANCIAL SYSTEMS,28570610
656,05/25/1983,"JEFFREY MARTIN, INC.",47577510
657,05/26/1983,ALCIDE CORPORATION,01374250
658,05/26/1983,"ARMEL, INC.",04219810
659,05/26/1983,FLORIDA FEDERAL S&L,34064710
660,05/26/1983,MARITEK CORPORATION,57027920
661,05/26/1983,SIS CORPORATION,82967210
662,05/26/1983,TELERAM COMMUNICATIONS,87949310
663,05/27/1983,COMPUTER LANGUAGE,20519510
664,05/31/1983,VUEBOTICS CORP.,92907310
665,06/01/1983,DAISY SYSTEMS,23405010
666,06/01/1983,UNITED FIRST FEDERAL,91035110
667,06/01/1983,VITALITY UNLIMITED,92847110
668,06/02/1983,ARTEL COMMUNICATIONS,04300910
669,06/02/1983,DISTRIBUTED LOGIC,25490610
670,06/02/1983,"ENDATA, INC.",29257310
671,06/02/1983,INTERAND CORPORATION,45842110
672,06/02/1983,MAGNETIC INFO. TECH.,55946010
673,06/02/1983,PRIAM CORPORATION,74140010
674,06/02/1983,SPECTRAN CORP.,84759810
675,06/03/1983,BGS SYSTEMS,05544210
676,06/03/1983,"DAMON BIOTECH, INC.",23571510
677,06/03/1983,MICROPOLIS CORP.,59490710
678,06/03/1983,VANZETTI SYSTEMS,92209410
679,06/03/1983,WESTERN WASTE INDUS.,95988010
680,06/07/1983,BIO-LOGIC SYSTEMS,09090910
681,06/07/1983,INTERSTATE UNIFORM,46110710
682,06/08/1983,AGENCY RENT-A-CAR,00845010
683,06/08/1983,AMHERST ASSOCIATES,03118010
684,06/08/1983,GAMBRO AB,36464320
685,06/08/1983,SPAN-AMERICAN MEDICAL,84639610
686,06/08/1983,"TAGO, INC.",87378120
687,06/09/1983,"ACTIVISION, INC.",00504810
688,06/09/1983,BURLINGTON COAT,12157910
689,06/10/1983,AMER. MEDICAL ELEC.,
690,06/10/1983,"POWERTEC, INC.",73936110
691,06/13/1983,A.I.N. LEASING,00142510
692,06/14/1983,202 DATA SYSTEMS,90206410
693,06/14/1983,HUNTINGTON RESEARCH,44603020
694,06/14/1983,"SELECTERM, INC.",81628510
695,06/15/1983,EAGLE COMPUTER,26947210
696,06/15/1983,ENSUN CORP.,29359510
697,06/15/1983,"MEDAR, INC.",58402910
698,06/16/1983,"SHONEY'S SOUTH, INC.",825041106
699,06/17/1983,AMGEN,03116210
700,06/17/1983,STONE MEDICAL SUPPLY,
701,06/17/1983,TBC CORPORATION,87218010
702,06/20/1983,AMERICAN CELLULAR,02506020
703,06/20/1983,GIGA-TRONICS,37517510
704,06/21/1983,ERBAMONT N.V.,29480810
705,06/21/1983,HALE SYSTEMS,40553510
706,06/21/1983,HPSC INC.,40426410
707,06/22/1983,"CALMAR, INC.",13126210
708,06/22/1983,"CLAYTON HOMES, INC.",18419010
709,06/22/1983,GRADCO SYSTEMS INC.,38411110
710,06/22/1983,KENTRON INT'L,49116010
711,06/22/1983,KEY TRONIC CORP.,49314410
712,06/22/1983,QUICK & REILLY GROUP,74837610
713,06/23/1983,"UNGERMANN-BASS, INC.",90456810
714,06/24/1983,AUTOMATED PROF. SYSTEM,05290410
715,06/24/1983,GENERAL HOMES CORP.,37005410
716,06/24/1983,MARGAUX CONTROLS,56660010
717,06/24/1983,VEGA BIOTECHNOLOGIES,92249610
718,06/27/1983,"CALTON, INC.",13137920
719,06/27/1983,SMITH LABORATORIES,83214010
720,06/28/1983,MEDICAL 21 CORP.,58450510
721,06/29/1983,"1 POTATO 2, INC.",68241010
722,06/29/1983,APPLIED BIOSYSTEMS,03790610
723,06/29/1983,HALIFAX ENGINEERING,40580510
724,06/30/1983,AVANT-GARDE,05348810
725,06/30/1983,BOMED MEDICAL LTD.,09775510
726,06/30/1983,EL CHICO CORPORATION,28287610
727,06/30/1983,TERRANO CORP.,88090310
728,06/30/1983,"WICAT SYSTEMS, INC.",96688010
729,07/01/1983,ADVANCED MED. IMAGE,29425310
730,07/01/1983,CIPRICO INC.,17252910
731,07/01/1983,IMMUNEX CORPORATION,45252710
732,07/01/1983,MARQUEST MEDICAL,57143110
733,07/01/1983,REPUBLIC HEALTH,76048010
734,07/01/1983,RJ FINANCIAL CORP.,74960410
735,07/06/1983,CALI COMPUTER SYS.,12988810
736,07/06/1983,MERRY-GO-ROUND INC.,59043610
737,07/06/1983,PRO-CEL INTERNATIONAL,74291310
738,07/07/1983,APPLIED COMMUNICATIONS,03790810
739,07/07/1983,CIRCON CORPORATION,17273610
740,07/07/1983,FLEXWATT CORPORATION,33938420
741,07/07/1983,INTERACTIVE RADIATION,45837610
742,07/07/1983,IOMEGA CORPORATION,46203010
743,07/07/1983,STAAR SURGICAL CO.,85231210
744,07/07/1983,WESTERN-WORLD TV,95989220
745,07/07/1983,WILLIAMS-SONOMA,96990410
746,07/08/1983,CMC INTERNATIONAL,12571010
747,07/08/1983,HYBRIDOMA SCIENCES,44862310
748,07/08/1983,TELEPHONE SUPPORT,87991610
749,07/12/1983,FOXMEYER CORPORATION,35165310
750,07/12/1983,INT'L MEDICAL SYSTEMS,45985710
751,07/12/1983,"INVENTION, DESIGN, ENGINEER",46120610
752,07/12/1983,MEDITECH PHARM.,58491310
753,07/12/1983,"MICRO D., INC.",59482510
754,07/12/1983,NAT'L HEALTH CORP,63633110
755,07/12/1983,PERFECT DATA CORP.,71372710
756,07/12/1983,PETRIE CORPORATION,71643220
757,07/12/1983,"SATELCO, INC.",80389410
758,07/13/1983,BARON DATA SYSTEMS,06828110
759,07/13/1983,DIAGNON CORP,25243910
760,07/13/1983,"ILC TECHNOLOGY, INC.",44965410
761,07/14/1983,COMPTEK RESEARCH,20468210
762,07/14/1983,FAIRMONT FINANCIAL,30518410
763,07/14/1983,"ISOMEDIX, INC.",46489010
764,07/14/1983,RAX RESTAURANTS,74924510
765,07/15/1983,GOLDEN GATE MINERALS,
766,07/15/1983,"KOLFF MEDICAL, INC.",50043010
767,07/15/1983,PLACER BANCORP,
768,07/18/1983,AQUIX ADVANCED SYSTEMS,
769,07/18/1983,"ART EXPLOSION, INC.",04288210
770,07/19/1983,COMPUTRAC INC.,20562010
771,07/19/1983,HOWARD SAVINGS BANK,44276510
772,07/19/1983,INTEGRATED GENETICS,45791510
773,07/19/1983,LINEAR CORPORATION,53566710
774,07/19/1983,OFFICE SOLUTIONS,
775,07/19/1983,PACIFIC FIRST FEDERAL,69428010
776,07/19/1983,STIFEL FINANCIAL,86063010
777,07/20/1983,CHAD THERAPEUTICS,15722810
778,07/20/1983,GTECH CORPORATION,40051610
779,07/20/1983,MCDONALD & CO.,58004710
780,07/21/1983,AIA INDUSTRIES,00132010
781,07/21/1983,AN-CON GENETICS,03234710
782,07/21/1983,"ENDOTRONICS, INC.",29264410
783,07/21/1983,KINCAID FURNITURE,494490105
784,07/21/1983,TELXON CORPORATION,87970010
785,07/21/1983,WRIGHT LABORATORIES,98234610
786,07/21/1983,ZY MOS CORPORATION,98986010
787,07/22/1983,DAIRY MART STORES,23386010
788,07/25/1983,MOLECULAR BIOSYSTEMS,60851310
789,07/25/1983,SAN FRANCISCO BANCORP,79763510
790,07/26/1983,"CME-SAT, INC.",12572510
791,07/26/1983,"DRUG SYSTEMS, INC.",26223910
792,07/26/1983,FIRST FED. ARIZONA,32018110
793,07/27/1983,FREY ASSOCIATES,35833810
794,07/27/1983,HORIZON INDUSTRIES,44042310
795,07/27/1983,LIFELINE SYSTEMS,53219210
796,07/27/1983,PINETREE SYSTEMS,72333720
797,07/27/1983,PLAZA COMMUNICATIONS,72814920
798,07/28/1983,HEALTHAMERICA CORP.,42219910
799,07/28/1983,VICTORIA FINANCIAL,92624610
800,07/29/1983,LEGG MASON,52490110
801,07/29/1983,NOVA PHARMACEUTICAL,66979110
802,07/29/1983,PROVIDENT INSTITUT.,74346910
803,07/29/1983,U.S. CAPITAL CORP.,91168210
804,08/02/1983,CHIRON CORP.,17004010
805,08/02/1983,COMPUTERCRAFT INC.,20555410
806,08/02/1983,CONVENIENT FOOD MART,21246510
807,08/02/1983,FIRST FEDERAL AUSTIN,31991410
808,08/02/1983,FIRST INDIANA FED.,32054410
809,08/02/1983,HEI CORPORATION,40415910
810,08/02/1983,KEY IMAGE SYSTEMS,49308610
811,08/02/1983,"MACK TRUCKS, INC.",55451110
812,08/02/1983,MED-TECH PRODUCTS,58401620
813,08/02/1983,ZIYAD INC.,98974910
814,08/03/1983,CARDIOSEARCH INC.,14160010
815,08/03/1983,FIN'L. INST. SERVICE,31758210
816,08/03/1983,IMATRON INC.,45290610
817,08/03/1983,INFORMATION SCIENCE,45675110
818,08/03/1983,P.C. TELEMART INC.,69326010
819,08/03/1983,TELEMEDIA INT'L,
820,08/04/1983,APPLIED CIRCUIT,03790910
821,08/04/1983,BIG BEAR INC.,089009104
822,08/04/1983,CARDINAL DISTRIB.,14148710
823,08/04/1983,COOPER BIOMEDICAL,21665510
824,08/04/1983,FINE ART AQUISITION,26745710
825,08/04/1983,"LADD FURNITURE, INC.",50573910
826,08/04/1983,SATELLITE SYNDICATED,80400810
827,08/04/1983,WIDERGREN COMMUNICAT.,96759220
828,08/09/1983,CROWN BOOKS CORP.,22821010
829,08/09/1983,INNOTRON DIAGNOSTICS,45791620
830,08/09/1983,KNOLL INTERNATIONAL,49916510
831,08/09/1983,MANUFACTURED HOMES,56468510
832,08/10/1983,"AVACARE, INC.",05336810
833,08/10/1983,"GUEST SUPPLY, INC.",40163010
834,08/10/1983,THERMEDICS INC.,88390110
835,08/10/1983,TOTAL SYSTEMS SVCS.,89190610
836,08/11/1983,COMGEN TECHNOLOGY,35190110
837,08/11/1983,EQUITEC FINANCIAL,29458810
838,08/12/1983,FDP CORPORATION,30290510
839,08/12/1983,FINALCO GROUP,31734710
840,08/16/1983,"GULL, INC.",402900104
841,08/16/1983,"ISRAMCO, INC.",46514140
842,08/16/1983,OLD FASHION FOODS,67963010
843,08/16/1983,VITA PLUS INDUSTRIES,92845110
844,08/17/1983,DIAMOND-BATHURST,25256310
845,08/18/1983,ADVANCED NMR SYSTEMS,14066K10
846,08/18/1983,AMC ENTERTAINMENT,00166910
847,08/18/1983,BANKVERMONT CORP.,06652010
848,08/18/1983,"CABLEGUARD, INC.",12691010
849,08/18/1983,CINTAS CORPORATION,17290810
850,08/18/1983,GREAT AMERICAN FEDERAL,38983610
851,08/18/1983,MAXICARE HEALTH,57790410
852,08/18/1983,TELEVISION TECHNOL.,87955810
853,08/19/1983,MCLEAN INDUSTRIES,58208710
854,08/22/1983,BALLARD MEDICAL,05856610
855,08/22/1983,"GAMES NETWORK, INC.",36490410
856,08/22/1983,TRI-COUNTY S & L,89554320
857,08/23/1983,CROWN RESOURCES CORP.,22856810
858,08/24/1983,BINDLEY WESTERN IND.,09032410
859,08/25/1983,ABM COMPUTER SYSTEMS,00077510
860,08/25/1983,AIRCAL INC.,00928010
861,08/25/1983,"AULT, INC.",05150310
862,08/25/1983,COMMONWEALTH S&L,20327010
863,08/25/1983,DATASOUTH COMPUTER,23812010
864,08/25/1983,HAMMOND CO.,40835910
865,08/25/1983,KAYPRO CORPORATION,48661510
866,08/25/1983,SYNBIOTICS CORP.,87156610
867,08/25/1983,WEDTECH CORPORATION,94846210
868,08/26/1983,"ATCOR, INC.",046808101
869,08/26/1983,"PAYCHEX, INC.",70432610
870,08/26/1983,STRATUS COMPUTER,86315510
871,08/29/1983,FAMILY HEALTH SYSTEMS,30701210
872,08/30/1983,CARTERET SAVINGS,146415104
873,08/30/1983,CULP INC.,23021510
874,08/31/1983,AMBULATORY MEDICAL,02336510
875,08/31/1983,FILTERTEK COMPANIES,80637310
876,08/31/1983,"MEDIVIX, INC.",58491720
877,08/31/1983,NORTHERN AIR FREIGHT,66473310
878,08/31/1983,"SHOE-TOWN, INC.",82489510
879,09/01/1983,AMERICAN PHYSICIANS SERVICE,02888210
880,09/01/1983,CELL PRODUCTS,15114910
881,09/01/1983,JUNO LIGHTING INC.,48204710
882,09/01/1983,TII COMPUTER SYSTEMS,87948010
883,09/07/1983,HOVNANIAN ENTERPRISES,44248710
884,09/07/1983,WILLIAM BYRD PRESS,96925210
885,09/08/1983,BLOOMFIELD S&L ASSN.,09414010
886,09/08/1983,HEALTHGROUP INT'L,42221310
887,09/09/1983,"BKW, INC.",05548510
888,09/12/1983,Aluminum Co of Canada,
889,09/12/1983,"WINTERHALTER, INC.",97607610
890,09/13/1983,AMPAD CORP.,03200910
891,09/13/1983,EQUATORIAL COMMUNIC.,29441010
892,09/13/1983,FIRST DATA RESOURCES,32006410
893,09/13/1983,HORIZON HEALTH CORP.,44041910
894,09/14/1983,COMP-U-CARD,20423510
895,09/14/1983,FIRST SOUTHERN FED.,33644410
896,09/14/1983,PATTERN PROCESSING,
897,09/14/1983,PHIL SAVINGS FUND SOC,71800210
898,09/14/1983,PREFERRED HEALTH CARE CORP,74037210
899,09/14/1983,S&K FAMOUS BRANDS,78377410
900,09/14/1983,SECOND NAT'L S & L,81359610
901,09/15/1983,EATON FINANCIAL,27791010
902,09/15/1983,INNOVATIVE SOFTWARE,457917102
903,09/15/1983,PROVINCETOWN-BOSTON,74407210
904,09/15/1983,"S-P DRUG CO., INC.",78490010
905,09/15/1983,TENDER LOVING CARE,88032910
906,09/15/1983,TERMIFLEX CORP.,88078320
907,09/15/1983,Z-AXIS CORPORATION,98876010
908,09/16/1983,PEARLE HEALTH SERVICES,70488510
909,09/20/1983,A&M FOOD SERVICES,00016510
910,09/20/1983,ALFIN FRAGRANCES,01542610
911,09/20/1983,RENAL SYSTEMS,75991210
912,09/21/1983,DERMA-LOCK MEDICAL,24982510
913,09/21/1983,KMW SYSTEMS CORP.,48258710
914,09/21/1983,"NMR OF AMERICA, INC.",62923010
915,09/21/1983,NORTHEAST SAVINGS,66435510
916,09/21/1983,RESTEC SYSTEMS,76126710
917,09/22/1983,ADVANCED GENETIC SCI,00792010
918,09/22/1983,COMPUTRAC INSTRUM.,20591710
919,09/22/1983,CREATIVE COMP. APPLIC,22490110
920,09/22/1983,FIRST FED. FT. MYERS,31991810
921,09/22/1983,STERIVET LABS. LTD.,85915610
922,09/22/1983,SYMS CORP.,87155110
923,09/23/1983,ATLANTIC FINANCIAL FED,04853510
924,09/23/1983,NORTH ATLANTIC TECH,65733510
925,09/23/1983,PREMIS CORPORATION,
926,09/23/1983,SYNERGETICS INT'L,87190820
927,09/26/1983,MEDICAL STERILIZATION,58462210
928,09/27/1983,CONT'L HEALTHCARE SYSTEMS,21190210
929,09/27/1983,UNIVERSAL MONEY CENTER,91375720
930,09/28/1983,"ENERGY FACTORS, INC.",29266710
931,09/28/1983,FIRST DATA MANAGEMENT,31991510
932,09/28/1983,PROTOCOL COMPUTERS,74371710
933,09/29/1983,BIO-TECHNOLOGY GENERAL,09057810
934,09/29/1983,CERPROBE CORPORATION,15678710
935,09/29/1983,"EXOVIR, INC.",30211610
936,09/29/1983,PARAGON COMMUNICATION SYST,69911410
937,09/29/1983,RESTAURANT SYSTEMS (RSI),76126210
938,09/29/1983,VIEW-MASTER INT'L,92670510
939,09/30/1983,ROBERT C. BROWN,11516710
940,10/04/1983,INTERLEUKIN-2 INC.,45874020
941,10/04/1983,MAVERICK RESTAURANTS,57790510
942,10/04/1983,MCS TELECOMMUNIC.,55291010
943,10/04/1983,MEDIFLEX SYSTEMS,58491410
944,10/04/1983,NATIONAL LUMBER,63680710
945,10/04/1983,NAUTILUS ENVIRONMED.,63909310
946,10/04/1983,SUMMIT HEALTH LTD.,86606410
947,10/04/1983,VALID LOGIC SYSTEMS,91915610
948,10/05/1983,GLENDALE FEDERAL S&L,37867110
949,10/05/1983,PARLEX CORPORATION,70163010
950,10/05/1983,SPI PHARMACEUTICALS,78490110
951,10/05/1983,SYNERGEX CORPORATION,87190910
952,10/05/1983,TELE/COMMUNICATIONS SPEC,
953,10/05/1983,UNIVERSAL FURNITURE,91356210
954,10/05/1983,WORLD OF COMPUTERS,98149920
955,10/06/1983,AMERICAN EDUCATIONAL COMP,02591010
956,10/06/1983,CHANCELLOR CORP.,15882810
957,10/06/1983,"COPYTELE, INC.",21772110
958,10/06/1983,DATACOPY CORP.,23802910
959,10/06/1983,DESIGNHOUSE INT'L,25057410
960,10/06/1983,LOTUS DEVELOPMENT,54570010
961,10/06/1983,STANFORD TELECOMM.,85440210
962,10/06/1983,SURGICARE CORPORATION,86882010
963,10/07/1983,BIOMEDICAL DYNAMICS,
964,10/07/1983,BRAINTECH INC.,10502020
965,10/07/1983,ESPRIT SYSTEMS,29665610
966,10/07/1983,HYPONEX CORPORATION,44914710
967,10/07/1983,INFO. SOLUTION,45690610
968,10/07/1983,INT'L HYDRON CORP.,45967910
969,10/07/1983,RADIONICS INC.,75041010
970,10/11/1983,COMMAND AIRWAYS,20049410
971,10/11/1983,FIBRONICS INT'L,31572210
972,10/12/1983,CLASSIC CORPORATION,18272910
973,10/12/1983,EAGLE TELEPHONICS,27000510
974,10/12/1983,HI-TECH ROBOTICS,42840310
975,10/12/1983,NANKIN EXPRESS,63003010
976,10/12/1983,SEEQ TECHNOLOGY,81577810
977,10/12/1983,SOFTWARE SERVICES,83403410
978,10/12/1983,TRIBUNE CO.,89604710
979,10/13/1983,JEFFERIES GROUP,47231810
980,10/13/1983,LEECO DIAGNOSTICS,52416410
981,10/13/1983,PO' FOLKS,73020510
982,10/13/1983,ROONEY PACE GROUP,77638510
983,10/13/1983,VLI CORPORATION,91790110
984,10/14/1983,DEPENDABLE HEALTH CARE,24951610
985,10/14/1983,"ENDEVCO, INC.",29258610
986,10/14/1983,PENINSULA S&L ASSN.,70712510
987,10/14/1983,RUSTY PELICAN RESTAU.,78318010
988,10/14/1983,UTD. OKLAHOMA BANK.,91126610
989,10/18/1983,"ATV SYSTEMS, INC.",00209510
990,10/18/1983,ELECTRO SCIENTIFIC,28522910
991,10/18/1983,MERCHANTS COOPERATIVE,58928810
992,10/20/1983,BUILDER'S TRANSPORT,12008410
993,10/20/1983,CASEY'S GENERAL STORE,14752810
994,10/20/1983,E-Z-EM INC.,26930510
995,10/20/1983,SAVERS FEDERAL S&L,80516410
996,10/20/1983,WHEELED COACH IND.,96300310
997,10/25/1983,CIRCUS CIRCUS,17290910
998,10/26/1983,CALIFORNIA BIOTECH.,13004810
999,10/26/1983,COAST FEDERAL S&L,19035010
1000,10/26/1983,CRAFT HOUSE CORP.,22412710
1001,10/26/1983,PARK COMMUNICATIONS,70025210
1002,10/26/1983,UNIV. DEVELOPMENT,91346010
1003,10/27/1983,GENERAL DATABASE,36948410
1004,10/27/1983,INDEPENDENCE HEALTH,45343610
1005,10/27/1983,LINCOLN LOGS LTD.,
1006,10/27/1983,MCGREGOR CORP.,58067510
1007,10/27/1983,MEDIPLEX GROUP,58491610
1008,10/27/1983,NI INDUSTRIES,62913510
1009,10/27/1983,RICHARDSON ELEC.,76316510
1010,10/28/1983,"DATAKEY, INC.",23790910
1011,10/28/1983,MR. GASKET CO.,60646610
1012,11/02/1983,LANE TELECOMM.,51548710
1013,11/03/1983,FIRST FED. CHARLSTN.,319920104
1014,11/03/1983,FUDDRUCKERS INC.,35951710
1015,11/03/1983,MINISCRIBECORP.,60366910
1016,11/03/1983,SELECT INFORMATION,81618310
1017,11/03/1983,SYSTEMS INTEGRATORS,871835104
1018,11/03/1983,TERAK CORP.,88077210
1019,11/04/1983,AMERIWEST FINANCIAL,03090310
1020,11/04/1983,SUTRON CORP.,86938010
1021,11/04/1983,TLS CO.,87256510
1022,11/04/1983,UNITED FED. SAVING,91025510
1023,11/07/1983,PELE MEDI-CORP.,70565410
1024,11/08/1983,LEVITT CORP.,52742810
1025,11/09/1983,"AIR ONE, INC.",00913810
1026,11/09/1983,MEDSTAT SYSTEMS,58505110
1027,11/09/1983,PERSONAL COMPUTER,71490110
1028,11/09/1983,SOUTH BOSTON SAVINGS,83669710
1029,11/09/1983,TRILOGY LTD.,89419410
1030,11/10/1983,BIOSENSOR CORP.,09066110
1031,11/10/1983,CADEC SYSTEMS INC.,12738410
1032,11/10/1983,CHEMICAL FABRICS,16372910
1033,11/10/1983,COMPUCARE INC.,20477410
1034,11/10/1983,IMEX MEDICAL SYSTEMS,45247510
1035,11/10/1983,J.P. INDUSTRIES,46623710
1036,11/10/1983,JEFFERSON SMURFIT,47508610
1037,11/10/1983,"PARISIAN, INC.",700147101
1038,11/10/1983,PHYSIO TECHNOLOGY,71943310
1039,11/10/1983,RID-A-BUG COMPANY,76566410
1040,11/10/1983,SAFEGUARD HEALTH,78644410
1041,11/10/1983,SCOPAS TECHNOLOGIES,80914310
1042,11/10/1983,VERMONT FEDERAL BANK,92417710
1043,11/10/1983,VIRGINIA BEACH FEDERAL,92773210
1044,11/14/1983,CHANCELLOR COMPUTER,15890610
1045,11/14/1983,MEDICAL MANAGEMENT,58491810
1046,11/14/1983,MULTI SOLUTIONS,62543010
1047,11/14/1983,PACIFIC INT'L SVC.,69445420
1048,11/15/1983,ANDOVER CONTROLS,03427010
1049,11/15/1983,HCW OIL & GAS INC.,40414010
1050,11/15/1983,SWENSEN'S INC.,87069020
1051,11/15/1983,THE FEDERATED GROUP,31418710
1052,11/16/1983,MAGNET BANK,55940310
1053,11/16/1983,"MELRIDGE, INC.",58555210
1054,11/16/1983,PEAK HEALTH CARE,70467410
1055,11/17/1983,PANCRETEC INC.,69833210
1056,11/17/1983,SCHACHER GREENTREE,
1057,11/18/1983,APPLIED DATA,03791010
1058,11/18/1983,DALLAS FEDERAL S&L,23503010
1059,11/18/1983,FARM & HOME SAVING,30764210
1060,11/18/1983,RENT-A-CENTER,760096107
1061,11/18/1983,WESTERN MICRO TECH.,95864810
1062,11/21/1983,FORSCHNER GROUP,34659010
1063,11/22/1983,"ACTMEDIA, INC.",00504910
1064,11/22/1983,BOSTON 5-CENT SAV.,10066210
1065,11/22/1983,"CML GROUP, INC.",12582010
1066,11/22/1983,FOLKS RESTAURANT,34430810
1067,11/22/1983,HEALTHCARE SERVICES,42190610
1068,11/22/1983,J.B. HUNT,44565810
1069,11/22/1983,MEDICARE-GLASER,58464510
1070,11/22/1983,PREFERRED FINANCIAL,74037010
1071,11/22/1983,SHORELINE SAVINGS,82519610
1072,11/22/1983,SPENDTHRIFT FARMS,84832510
1073,11/22/1983,SPORT'S RESTAURANTS,84890120
1074,11/22/1983,STARTEL CORPORATION,85568310
1075,11/22/1983,SUNRISE MEDICAL,86791010
1076,11/22/1983,WORLCO DATA SYSTEMS,98141110
1077,11/23/1983,DELCHAMPS INC.,24661510
1078,11/23/1983,PRO-MED CAPITAL,74291710
1079,11/25/1983,TACO VILLA INC.,87344910
1080,11/29/1983,ATLANTIC FEDERAL,04853310
1081,11/29/1983,VODAVI TECHNOLOGY,92890310
